inventory_date,warehouse_code,product_id,product_name,category,quantity_on_hand,unit_cost_euro,supplier_id,restock_threshold,restock_lead_days,is_active,last_updated_ts,last_sale_ts,lifetime_revenue_euro
2025-10-04,FRA,PRD00001,Gaming-00001,Gaming,132,1561.98,SUP029,32,6,True,2025-10-04T16:20:00,2025-10-04T13:20:00,9920349.1
2025-10-04,FRA,PRD00002,Appliances-00002,Appliances,161,1082.71,SUP018,36,12,True,2025-10-04T18:45:00,2025-10-04T16:45:00,12705197.26
2025-10-04,FRA,PRD00003,Accessories-00003,Accessories,154,1422.23,SUP006,21,9,True,2025-10-04T11:10:00,2025-10-03T22:10:00,18839261.06
2025-10-04,FRA,PRD00004,Televisions-00004,Televisions,102,1182.99,SUP030,36,13,True,2025-10-04T00:49:00,2025-10-03T08:49:00,10707721.93
2025-10-04,FRA,PRD00005,Gaming-00005,Gaming,109,1264.32,SUP026,54,4,True,2025-10-04T00:06:00,2025-10-03T12:06:00,5844513.68
2025-10-04,FRA,PRD00006,Laptops-00006,Laptops,91,85.08,SUP007,39,8,True,2025-10-04T18:00:00,2025-10-04T14:00:00,621780.28
2025-10-04,FRA,PRD00007,Laptops-00007,Laptops,121,1219.54,SUP001,52,6,True,2025-10-04T08:39:00,2025-10-03T16:39:00,7000510.29
2025-10-04,FRA,PRD00008,Laptops-00008,Laptops,65,408.44,SUP025,27,8,True,2025-10-04T20:22:00,2025-10-03T00:22:00,1882579.6
2025-10-04,FRA,PRD00009,Appliances-00009,Appliances,137,828.94,SUP018,31,3,True,2025-10-04T02:55:00,2025-10-03T15:55:00,8111486.03
2025-10-04,FRA,PRD00010,Televisions-00010,Televisions,109,1451.8,SUP009,12,4,True,2025-10-04T11:04:00,2025-10-04T04:04:00,4545762.19
2025-10-04,FRA,PRD00011,Appliances-00011,Appliances,57,673.79,SUP014,48,11,True,2025-10-04T22:38:00,2025-10-03T11:38:00,2180082.12
2025-10-04,FRA,PRD00012,Televisions-00012,Televisions,103,1354.04,SUP002,55,9,True,2025-10-04T01:24:00,2025-10-02T22:24:00,12777432.96
2025-10-04,FRA,PRD00013,Televisions-00013,Televisions,76,1610.62,SUP024,57,14,True,2025-10-04T07:21:00,2025-10-03T05:21:00,9968185.45
