inventory_date,warehouse_code,product_id,product_name,category,quantity_on_hand,unit_cost_euro,supplier_id,restock_threshold,restock_lead_days,is_active,last_updated_ts,last_sale_ts,lifetime_revenue_euro
2025-10-04,BUC,PRD00001,Gaming-00001,Gaming,128,1561.98,SUP029,32,6,True,2025-10-04T00:56:00,2025-10-03T15:56:00,4643066.2
2025-10-04,BUC,PRD00002,Appliances-00002,Appliances,127,1082.71,SUP018,36,12,True,2025-10-04T20:48:00,2025-10-04T12:48:00,11657973.33
2025-10-04,BUC,PRD00003,Accessories-00003,Accessories,106,1422.23,SUP006,21,9,True,2025-10-04T01:28:00,2025-10-02T16:28:00,4458873.43
2025-10-04,BUC,PRD00004,Televisions-00004,Televisions,95,1182.99,SUP030,36,13,True,2025-10-04T05:27:00,2025-10-02T09:27:00,9353699.98
2025-10-04,BUC,PRD00005,Gaming-00005,Gaming,102,1264.32,SUP026,54,4,True,2025-10-04T15:20:00,2025-10-03T02:20:00,5054373.3
2025-10-04,BUC,PRD00006,Laptops-00006,Laptops,132,85.08,SUP007,39,8,True,2025-10-04T08:32:00,2025-10-03T01:32:00,514456.27
2025-10-04,BUC,PRD00007,Laptops-00007,Laptops,83,1219.54,SUP001,52,6,True,2025-10-04T21:21:00,2025-10-03T05:21:00,9880604.4
2025-10-04,BUC,PRD00008,Laptops-00008,Laptops,40,408.44,SUP025,27,8,True,2025-10-04T17:49:00,2025-10-03T12:49:00,1338383.93
2025-10-04,BUC,PRD00009,Appliances-00009,Appliances,114,828.94,SUP018,31,3,True,2025-10-04T07:10:00,2025-10-03T15:10:00,4764070.55
2025-10-04,BUC,PRD00010,Televisions-00010,Televisions,73,1451.8,SUP009,12,4,True,2025-10-04T13:27:00,2025-10-03T17:27:00,4180271.16
2025-10-04,BUC,PRD00011,Appliances-00011,Appliances,170,673.79,SUP014,48,11,True,2025-10-04T08:40:00,2025-10-03T22:40:00,9352350.55
2025-10-04,BUC,PRD00012,Televisions-00012,Televisions,109,1354.04,SUP002,55,9,True,2025-10-04T08:19:00,2025-10-04T02:19:00,14289225.62
2025-10-04,BUC,PRD00013,Televisions-00013,Televisions,103,1610.62,SUP024,57,14,True,2025-10-04T06:58:00,2025-10-02T06:58:00,14955299.53
2025-10-04,BUC,PRD00014,Appliances-00014,Appliances,27,528.86,SUP022,31,12,True,2025-10-04T19:44:00,2025-10-03T15:44:00,1447655.78
2025-10-04,BUC,PRD00015,Laptops-00015,Laptops,95,1581.41,SUP010,42,7,True,2025-10-04T04:54:00,2025-10-03T20:54:00,10612931.4
2025-10-04,BUC,PRD00016,Appliances-00016,Appliances,125,616.93,SUP018,18,6,True,2025-10-04T04:58:00,2025-10-02T20:58:00,2757259.59
2025-10-04,BUC,PRD00017,Laptops-00017,Laptops,90,1724.24,SUP029,21,12,True,2025-10-04T01:28:00,2025-10-02T04:28:00,9445968.47
