inventory_date,warehouse_code,product_id,product_name,category,quantity_on_hand,unit_cost_euro,supplier_id,restock_threshold,restock_lead_days,is_active,last_updated_ts,last_sale_ts,lifetime_revenue_euro
2025-10-02,FRA,PRD00001,Gaming-00001,Gaming,184,1561.98,SUP029,32,6,True,2025-10-02T11:29:00,2025-10-02T06:29:00,8081519.31
2025-10-02,FRA,PRD00002,Appliances-00002,Appliances,118,1082.71,SUP018,36,12,True,2025-10-02T22:15:00,2025-10-01T11:15:00,11067528.42
2025-10-02,FRA,PRD00003,Accessories-00003,Accessories,141,1422.23,SUP006,21,9,True,2025-10-02T17:20:00,2025-10-01T03:20:00,12328223.25
2025-10-02,FRA,PRD00004,Televisions-00004,Televisions,99,1182.99,SUP030,36,13,True,2025-10-02T01:30:00,2025-10-01T09:30:00,8785047.13
2025-10-02,FRA,PRD00005,Gaming-00005,Gaming,110,1264.32,SUP026,54,4,True,2025-10-02T17:47:00,2025-10-01T04:47:00,7354472.54
2025-10-02,FRA,PRD00006,Laptops-00006,Laptops,142,85.08,SUP007,39,8,True,2025-10-02T11:43:00,2025-10-02T09:43:00,920855.36
2025-10-02,FRA,PRD00007,Laptops-00007,Laptops,168,1219.54,SUP001,52,6,True,2025-10-02T10:26:00,2025-09-30T22:26:00,13286358.16
2025-10-02,FRA,PRD00008,Laptops-00008,Laptops,26,408.44,SUP025,27,8,True,2025-10-02T07:16:00,2025-09-30T18:16:00,813784.12
2025-10-02,FRA,PRD00009,Appliances-00009,Appliances,74,828.94,SUP018,31,3,True,2025-10-02T21:12:00,2025-10-02T10:12:00,4301120.31
2025-10-02,FRA,PRD00010,Televisions-00010,Televisions,123,1451.8,SUP009,12,4,True,2025-10-02T19:32:00,2025-10-02T13:32:00,7614546.47
2025-10-02,FRA,PRD00011,Appliances-00011,Appliances,85,673.79,SUP014,48,11,True,2025-10-02T19:53:00,2025-10-01T02:53:00,2189446.43
2025-10-02,FRA,PRD00012,Televisions-00012,Televisions,125,1354.04,SUP002,55,9,True,2025-10-02T01:33:00,2025-09-30T06:33:00,8555185.3
2025-10-02,FRA,PRD00013,Televisions-00013,Televisions,87,1610.62,SUP024,57,14,True,2025-10-02T21:05:00,2025-10-01T10:05:00,9037623.74
2025-10-02,FRA,PRD00014,Appliances-00014,Appliances,105,528.86,SUP022,31,12,True,2025-10-02T05:54:00,2025-09-30T20:54:00,5691904.18
2025-10-02,FRA,PRD00015,Laptops-00015,Laptops,161,1581.41,SUP010,42,7,True,2025-10-02T05:39:00,2025-10-01T05:39:00,6754680.69
2025-10-02,FRA,PRD00016,Appliances-00016,Appliances,145,616.93,SUP018,18,6,True,2025-10-02T00:25:00,2025-10-01T19:25:00,5411851.65
2025-10-02,FRA,PRD00017,Laptops-00017,Laptops,96,1724.24,SUP029,21,12,True,2025-10-02T03:58:00,2025-09-30T17:58:00,14553029.89
2025-10-02,FRA,PRD00018,Appliances-00018,Appliances,135,800.69,SUP010,28,6,True,2025-10-02T08:21:00,2025-10-02T06:21:00,9056309.58
2025-10-02,FRA,PRD00019,Laptops-00019,Laptops,74,1062.95,SUP015,38,10,True,2025-10-02T00:17:00,2025-10-01T14:17:00,6632962.33
2025-10-02,FRA,PRD00020,Appliances-00020,Appliances,52,987.95,SUP026,57,5,True,2025-10-02T06:15:00,2025-09-30T18:15:00,2818427.25
2025-10-02,FRA,PRD00021,Appliances-00021,Appliances,148,533.04,SUP020,31,4,True,2025-10-02T17:08:00,2025-10-02T06:08:00,4265444.89
2025-10-02,FRA,PRD00022,Accessories-00022,Accessories,105,1379.4,SUP008,22,5,True,2025-10-02T16:47:00,2025-09-30T20:47:00,7894510.86
2025-10-02,FRA,PRD00023,Televisions-00023,Televisions,145,430.55,SUP028,59,4,True,2025-10-02T02:41:00,2025-09-30T08:41:00,5762654.25
2025-10-02,FRA,PRD00024,Laptops-00024,Laptops,104,1565.18,SUP023,54,9,True,2025-10-02T21:04:00,2025-10-01T03:04:00,6387176.86
2025-10-02,FRA,PRD00025,Audio-00025,Audio,104,460.02,SUP001,58,4,True,2025-10-02T16:37:00,2025-10-02T11:37:00,3267624.46
2025-10-02,FRA,PRD00026,Accessories-00026,Accessories,136,437.67,SUP023,43,10,True,2025-10-02T11:00:00,2025-10-01T05:00:00,4473831.76
2025-10-02,FRA,PRD00027,Televisions-00027,Televisions,116,502.89,SUP015,18,10,True,2025-10-02T02:29:00,2025-09-30T16:29:00,4517412.96
2025-10-02,FRA,PRD00028,Appliances-00028,Appliances,141,1755.67,SUP025,38,12,True,2025-10-02T17:11:00,2025-10-01T09:11:00,5521035.67
2025-10-02,FRA,PRD00029,Accessories-00029,Accessories,120,1485.63,SUP030,45,10,True,2025-10-02T12:52:00,2025-09-30T15:52:00,8479505.62
2025-10-02,FRA,PRD00030,Gaming-00030,Gaming,163,1266.01,SUP009,58,6,True,2025-10-02T05:02:00,2025-10-01T17:02:00,5622275.46
2025-10-02,FRA,PRD00031,Gaming-00031,Gaming,118,543.35,SUP016,50,6,True,2025-10-02T21:26:00,2025-10-01T06:26:00,4476553.75
2025-10-02,FRA,PRD00032,Smartphones-00032,Smartphones,125,138.84,SUP009,31,8,True,2025-10-02T18:05:00,2025-10-02T10:05:00,1697619.66
2025-10-02,FRA,PRD00033,Gaming-00033,Gaming,163,135.29,SUP013,54,5,True,2025-10-02T01:15:00,2025-10-01T22:15:00,2415928.4
2025-10-02,FRA,PRD00034,Accessories-00034,Accessories,100,124.52,SUP018,39,9,True,2025-10-02T11:23:00,2025-10-01T20:23:00,444892.34
2025-10-02,FRA,PRD00035,Televisions-00035,Televisions,160,1367.47,SUP025,47,14,True,2025-10-02T20:34:00,2025-09-30T20:34:00,14686989.06
2025-10-02,FRA,PRD00036,Televisions-00036,Televisions,136,1555.64,SUP016,10,8,True,2025-10-02T07:50:00,2025-09-30T13:50:00,11427885.44
2025-10-02,FRA,PRD00037,Smartphones-00037,Smartphones,127,785.42,SUP027,36,11,True,2025-10-02T21:29:00,2025-10-02T09:29:00,4307509.76
2025-10-02,FRA,PRD00038,Accessories-00038,Accessories,153,983.02,SUP008,41,6,True,2025-10-02T14:56:00,2025-10-02T12:56:00,3501028.96
2025-10-02,FRA,PRD00039,Smartphones-00039,Smartphones,184,805.34,SUP022,53,9,True,2025-10-02T21:35:00,2025-10-02T08:35:00,8009579.25
2025-10-02,FRA,PRD00040,Accessories-00040,Accessories,166,1681.21,SUP020,44,3,True,2025-10-02T05:40:00,2025-10-02T01:40:00,9636224.21
2025-10-02,FRA,PRD00041,Networking-00041,Networking,133,1087.67,SUP003,51,9,True,2025-10-02T16:00:00,2025-10-01T14:00:00,12600961.35
2025-10-02,FRA,PRD00042,Smartphones-00042,Smartphones,186,659.61,SUP013,30,6,True,2025-10-02T04:57:00,2025-10-02T02:57:00,13436884.84
2025-10-02,FRA,PRD00043,Laptops-00043,Laptops,134,680.11,SUP009,58,9,True,2025-10-02T02:06:00,2025-10-02T01:06:00,6364627.69
2025-10-02,FRA,PRD00044,Smartphones-00044,Smartphones,149,128.99,SUP018,13,8,True,2025-10-02T08:37:00,2025-10-01T03:37:00,1641453.53
2025-10-02,FRA,PRD00045,Smartphones-00045,Smartphones,121,161.28,SUP002,58,3,True,2025-10-02T13:23:00,2025-10-01T11:23:00,955390.33
2025-10-02,FRA,PRD00046,Networking-00046,Networking,148,290.21,SUP005,25,5,True,2025-10-02T00:11:00,2025-09-30T13:11:00,4866173.52
