inventory_date,warehouse_code,product_id,product_name,category,quantity_on_hand,unit_cost_euro,supplier_id,restock_threshold,restock_lead_days,is_active,last_updated_ts,last_sale_ts,lifetime_revenue_euro
2025-10-02,MAD,PRD00001,Gaming-00001,Gaming,145,1561.98,SUP029,32,6,True,2025-10-02T15:54:00,2025-09-30T18:54:00,11489105.71
2025-10-02,MAD,PRD00002,Appliances-00002,Appliances,121,1082.71,SUP018,36,12,True,2025-10-02T20:03:00,2025-10-01T20:03:00,5782881.13
2025-10-02,MAD,PRD00003,Accessories-00003,Accessories,126,1422.23,SUP006,21,9,True,2025-10-02T16:00:00,2025-09-30T18:00:00,13916497.64
2025-10-02,MAD,PRD00004,Televisions-00004,Televisions,75,1182.99,SUP030,36,13,True,2025-10-02T07:01:00,2025-10-01T17:01:00,7228774.89
2025-10-02,MAD,PRD00005,Gaming-00005,Gaming,86,1264.32,SUP026,54,4,True,2025-10-02T07:12:00,2025-10-02T06:12:00,4703014.97
2025-10-02,MAD,PRD00006,Laptops-00006,Laptops,133,85.08,SUP007,39,8,True,2025-10-02T12:52:00,2025-10-01T08:52:00,997241.05
2025-10-02,MAD,PRD00007,Laptops-00007,Laptops,94,1219.54,SUP001,52,6,True,2025-10-02T00:48:00,2025-10-01T12:48:00,5147093.62
2025-10-02,MAD,PRD00008,Laptops-00008,Laptops,106,408.44,SUP025,27,8,True,2025-10-02T20:22:00,2025-10-02T16:22:00,4395016.59
2025-10-02,MAD,PRD00009,Appliances-00009,Appliances,111,828.94,SUP018,31,3,True,2025-10-02T05:42:00,2025-10-01T23:42:00,3839286.92
2025-10-02,MAD,PRD00010,Televisions-00010,Televisions,148,1451.8,SUP009,12,4,True,2025-10-02T21:22:00,2025-10-01T04:22:00,23098318.23
2025-10-02,MAD,PRD00011,Appliances-00011,Appliances,94,673.79,SUP014,48,11,True,2025-10-02T06:48:00,2025-10-01T07:48:00,2506350.95
2025-10-02,MAD,PRD00012,Televisions-00012,Televisions,160,1354.04,SUP002,55,9,True,2025-10-02T06:41:00,2025-10-01T21:41:00,17459843.07
2025-10-02,MAD,PRD00013,Televisions-00013,Televisions,118,1610.62,SUP024,57,14,True,2025-10-02T15:28:00,2025-09-30T21:28:00,15125274.06
2025-10-02,MAD,PRD00014,Appliances-00014,Appliances,91,528.86,SUP022,31,12,True,2025-10-02T12:47:00,2025-10-01T15:47:00,2686789.11
2025-10-02,MAD,PRD00015,Laptops-00015,Laptops,119,1581.41,SUP010,42,7,True,2025-10-02T09:27:00,2025-10-02T06:27:00,8230044.4
2025-10-02,MAD,PRD00016,Appliances-00016,Appliances,98,616.93,SUP018,18,6,True,2025-10-02T01:18:00,2025-10-01T06:18:00,4924419.43
2025-10-02,MAD,PRD00017,Laptops-00017,Laptops,131,1724.24,SUP029,21,12,True,2025-10-02T15:24:00,2025-10-02T10:24:00,13591217.11
2025-10-02,MAD,PRD00018,Appliances-00018,Appliances,98,800.69,SUP010,28,6,True,2025-10-02T10:20:00,2025-10-01T14:20:00,1800654.27
2025-10-02,MAD,PRD00019,Laptops-00019,Laptops,169,1062.95,SUP015,38,10,True,2025-10-02T17:23:00,2025-10-01T12:23:00,6254226.93
2025-10-02,MAD,PRD00020,Appliances-00020,Appliances,171,987.95,SUP026,57,5,True,2025-10-02T01:11:00,2025-09-30T06:11:00,10178197.16
2025-10-02,MAD,PRD00021,Appliances-00021,Appliances,176,533.04,SUP020,31,4,True,2025-10-02T10:33:00,2025-09-30T16:33:00,4819478.55
