inventory_date,warehouse_code,product_id,product_name,category,quantity_on_hand,unit_cost_euro,supplier_id,restock_threshold,restock_lead_days,is_active,last_updated_ts,last_sale_ts,lifetime_revenue_euro
2025-10-06,MAD,PRD00001,Gaming-00001,Gaming,92,1561.98,SUP029,32,6,True,2025-10-06T12:04:00,2025-10-05T11:04:00,7480862.35
2025-10-06,MAD,PRD00002,Appliances-00002,Appliances,89,1082.71,SUP018,36,12,True,2025-10-06T19:21:00,2025-10-05T15:21:00,4128350.54
2025-10-06,MAD,PRD00003,Accessories-00003,Accessories,140,1422.23,SUP006,21,9,True,2025-10-06T10:17:00,2025-10-06T02:17:00,7974372.71
2025-10-06,MAD,PRD00004,Televisions-00004,Televisions,82,1182.99,SUP030,36,13,True,2025-10-06T21:12:00,2025-10-05T17:12:00,5247360.87
2025-10-06,MAD,PRD00005,Gaming-00005,Gaming,119,1264.32,SUP026,54,4,True,2025-10-06T16:21:00,2025-10-05T01:21:00,13304542.21
2025-10-06,MAD,PRD00006,Laptops-00006,Laptops,114,85.08,SUP007,39,8,True,2025-10-06T02:21:00,2025-10-04T22:21:00,713800.28
2025-10-06,MAD,PRD00007,Laptops-00007,Laptops,152,1219.54,SUP001,52,6,True,2025-10-06T14:41:00,2025-10-04T22:41:00,6046665.2
2025-10-06,MAD,PRD00008,Laptops-00008,Laptops,89,408.44,SUP025,27,8,True,2025-10-06T11:46:00,2025-10-05T04:46:00,2712581.07
2025-10-06,MAD,PRD00009,Appliances-00009,Appliances,69,828.94,SUP018,31,3,True,2025-10-06T05:47:00,2025-10-05T09:47:00,3132638.67
2025-10-06,MAD,PRD00010,Televisions-00010,Televisions,98,1451.8,SUP009,12,4,True,2025-10-06T05:05:00,2025-10-04T15:05:00,13827584.94
2025-10-06,MAD,PRD00011,Appliances-00011,Appliances,109,673.79,SUP014,48,11,True,2025-10-06T09:10:00,2025-10-04T20:10:00,4252898.57
2025-10-06,MAD,PRD00012,Televisions-00012,Televisions,107,1354.04,SUP002,55,9,True,2025-10-06T19:17:00,2025-10-05T10:17:00,4974252.49
2025-10-06,MAD,PRD00013,Televisions-00013,Televisions,123,1610.62,SUP024,57,14,True,2025-10-06T02:13:00,2025-10-04T17:13:00,17969047.79
2025-10-06,MAD,PRD00014,Appliances-00014,Appliances,122,528.86,SUP022,31,12,True,2025-10-06T22:45:00,2025-10-05T20:45:00,6812152.97
2025-10-06,MAD,PRD00015,Laptops-00015,Laptops,79,1581.41,SUP010,42,7,True,2025-10-06T09:54:00,2025-10-05T22:54:00,5976802.92
2025-10-06,MAD,PRD00016,Appliances-00016,Appliances,97,616.93,SUP018,18,6,True,2025-10-06T04:00:00,2025-10-05T20:00:00,4575222.76
2025-10-06,MAD,PRD00017,Laptops-00017,Laptops,123,1724.24,SUP029,21,12,True,2025-10-06T14:19:00,2025-10-06T11:19:00,6542159.66
2025-10-06,MAD,PRD00018,Appliances-00018,Appliances,112,800.69,SUP010,28,6,True,2025-10-06T19:57:00,2025-10-05T10:57:00,5475956.95
2025-10-06,MAD,PRD00019,Laptops-00019,Laptops,108,1062.95,SUP015,38,10,True,2025-10-06T16:32:00,2025-10-05T06:32:00,5457425.91
2025-10-06,MAD,PRD00020,Appliances-00020,Appliances,84,987.95,SUP026,57,5,True,2025-10-06T11:39:00,2025-10-05T15:39:00,4580700.82
2025-10-06,MAD,PRD00021,Appliances-00021,Appliances,112,533.04,SUP020,31,4,True,2025-10-06T05:51:00,2025-10-04T14:51:00,1738122.95
2025-10-06,MAD,PRD00022,Accessories-00022,Accessories,101,1379.4,SUP008,22,5,True,2025-10-06T21:24:00,2025-10-05T15:24:00,11300401.17
2025-10-06,MAD,PRD00023,Televisions-00023,Televisions,97,430.55,SUP028,59,4,True,2025-10-06T03:58:00,2025-10-05T00:58:00,1884621.68
2025-10-06,MAD,PRD00024,Laptops-00024,Laptops,162,1565.18,SUP023,54,9,True,2025-10-06T08:44:00,2025-10-04T15:44:00,15756267.62
2025-10-06,MAD,PRD00025,Audio-00025,Audio,211,460.02,SUP001,58,4,True,2025-10-06T06:50:00,2025-10-05T20:50:00,6803320.87
2025-10-06,MAD,PRD00026,Accessories-00026,Accessories,117,437.67,SUP023,43,10,True,2025-10-06T17:41:00,2025-10-06T15:41:00,3979925.97
2025-10-06,MAD,PRD00027,Televisions-00027,Televisions,130,502.89,SUP015,18,10,True,2025-10-06T10:56:00,2025-10-06T01:56:00,2172325.83
2025-10-06,MAD,PRD00028,Appliances-00028,Appliances,127,1755.67,SUP025,38,12,True,2025-10-06T11:25:00,2025-10-05T00:25:00,16743853.67
2025-10-06,MAD,PRD00029,Accessories-00029,Accessories,139,1485.63,SUP030,45,10,True,2025-10-06T05:34:00,2025-10-05T12:34:00,19154702.53
2025-10-06,MAD,PRD00030,Gaming-00030,Gaming,103,1266.01,SUP009,58,6,True,2025-10-06T00:46:00,2025-10-05T15:46:00,4302837.92
2025-10-06,MAD,PRD00031,Gaming-00031,Gaming,111,543.35,SUP016,50,6,True,2025-10-06T08:25:00,2025-10-05T20:25:00,4930947.54
2025-10-06,MAD,PRD00032,Smartphones-00032,Smartphones,63,138.84,SUP009,31,8,True,2025-10-06T15:53:00,2025-10-06T09:53:00,648345.75
2025-10-06,MAD,PRD00033,Gaming-00033,Gaming,140,135.29,SUP013,54,5,True,2025-10-06T04:20:00,2025-10-05T12:20:00,1983641.7
2025-10-06,MAD,PRD00034,Accessories-00034,Accessories,119,124.52,SUP018,39,9,True,2025-10-06T08:10:00,2025-10-05T16:10:00,939388.95
2025-10-06,MAD,PRD00035,Televisions-00035,Televisions,110,1367.47,SUP025,47,14,True,2025-10-06T14:30:00,2025-10-05T13:30:00,3784182.88
2025-10-06,MAD,PRD00036,Televisions-00036,Televisions,123,1555.64,SUP016,10,8,True,2025-10-06T04:39:00,2025-10-04T05:39:00,6752612.24
2025-10-06,MAD,PRD00037,Smartphones-00037,Smartphones,201,785.42,SUP027,36,11,True,2025-10-06T21:37:00,2025-10-05T10:37:00,7920938.49
2025-10-06,MAD,PRD00038,Accessories-00038,Accessories,116,983.02,SUP008,41,6,True,2025-10-06T22:58:00,2025-10-05T18:58:00,8064518.89
2025-10-06,MAD,PRD00039,Smartphones-00039,Smartphones,145,805.34,SUP022,53,9,True,2025-10-06T17:44:00,2025-10-05T09:44:00,7013619.19
2025-10-06,MAD,PRD00040,Accessories-00040,Accessories,104,1681.21,SUP020,44,3,True,2025-10-06T04:04:00,2025-10-06T01:04:00,8200686.72
2025-10-06,MAD,PRD00041,Networking-00041,Networking,87,1087.67,SUP003,51,9,True,2025-10-06T22:03:00,2025-10-06T20:03:00,3511812.99
2025-10-06,MAD,PRD00042,Smartphones-00042,Smartphones,172,659.61,SUP013,30,6,True,2025-10-06T06:44:00,2025-10-06T03:44:00,11902078.16
2025-10-06,MAD,PRD00043,Laptops-00043,Laptops,110,680.11,SUP009,58,9,True,2025-10-06T22:43:00,2025-10-05T07:43:00,4819716.96
2025-10-06,MAD,PRD00044,Smartphones-00044,Smartphones,129,128.99,SUP018,13,8,True,2025-10-06T15:58:00,2025-10-06T05:58:00,874551.8
2025-10-06,MAD,PRD00045,Smartphones-00045,Smartphones,27,161.28,SUP002,58,3,True,2025-10-06T11:17:00,2025-10-05T23:17:00,197206.19
2025-10-06,MAD,PRD00046,Networking-00046,Networking,142,290.21,SUP005,25,5,True,2025-10-06T09:56:00,2025-10-06T04:56:00,2733177.56
2025-10-06,MAD,PRD00047,Audio-00047,Audio,159,251.87,SUP015,54,7,True,2025-10-06T18:42:00,2025-10-06T04:42:00,2220142.3
2025-10-06,MAD,PRD00048,Accessories-00048,Accessories,22,317.31,SUP024,55,4,True,2025-10-06T15:54:00,2025-10-05T11:54:00,514528.77
2025-10-06,MAD,PRD00049,Accessories-00049,Accessories,172,275.46,SUP019,11,7,True,2025-10-06T07:37:00,2025-10-04T19:37:00,2313251.31
2025-10-06,MAD,PRD00050,Appliances-00050,Appliances,104,1480.36,SUP023,22,4,True,2025-10-06T05:14:00,2025-10-04T17:14:00,11317130.79
