inventory_date,warehouse_code,product_id,product_name,category,quantity_on_hand,unit_cost_euro,supplier_id,restock_threshold,restock_lead_days,is_active,last_updated_ts,last_sale_ts,lifetime_revenue_euro
2025-10-06,FRA,PRD00001,Gaming-00001,Gaming,156,1561.98,SUP029,32,6,True,2025-10-06T02:40:00,2025-10-05T18:40:00,6466746.83
2025-10-06,FRA,PRD00002,Appliances-00002,Appliances,158,1082.71,SUP018,36,12,True,2025-10-06T15:04:00,2025-10-06T03:04:00,11090210.2
2025-10-06,FRA,PRD00003,Accessories-00003,Accessories,148,1422.23,SUP006,21,9,True,2025-10-06T21:45:00,2025-10-05T00:45:00,11969415.34
2025-10-06,FRA,PRD00004,Televisions-00004,Televisions,169,1182.99,SUP030,36,13,True,2025-10-06T17:18:00,2025-10-05T22:18:00,18056743.08
2025-10-06,FRA,PRD00005,Gaming-00005,Gaming,115,1264.32,SUP026,54,4,True,2025-10-06T12:52:00,2025-10-05T23:52:00,14611396.61
2025-10-06,FRA,PRD00006,Laptops-00006,Laptops,179,85.08,SUP007,39,8,True,2025-10-06T17:54:00,2025-10-05T09:54:00,563170.1
2025-10-06,FRA,PRD00007,Laptops-00007,Laptops,110,1219.54,SUP001,52,6,True,2025-10-06T15:06:00,2025-10-06T07:06:00,5799104.36
2025-10-06,FRA,PRD00008,Laptops-00008,Laptops,118,408.44,SUP025,27,8,True,2025-10-06T12:11:00,2025-10-06T06:11:00,4502078.27
2025-10-06,FRA,PRD00009,Appliances-00009,Appliances,129,828.94,SUP018,31,3,True,2025-10-06T19:23:00,2025-10-05T14:23:00,6812594.96
2025-10-06,FRA,PRD00010,Televisions-00010,Televisions,95,1451.8,SUP009,12,4,True,2025-10-06T14:38:00,2025-10-06T11:38:00,11099780.93
2025-10-06,FRA,PRD00011,Appliances-00011,Appliances,25,673.79,SUP014,48,11,True,2025-10-06T06:46:00,2025-10-05T09:46:00,379788.02
2025-10-06,FRA,PRD00012,Televisions-00012,Televisions,117,1354.04,SUP002,55,9,True,2025-10-06T00:09:00,2025-10-05T02:09:00,15273828.69
2025-10-06,FRA,PRD00013,Televisions-00013,Televisions,119,1610.62,SUP024,57,14,True,2025-10-06T14:12:00,2025-10-04T20:12:00,4912011.85
2025-10-06,FRA,PRD00014,Appliances-00014,Appliances,141,528.86,SUP022,31,12,True,2025-10-06T12:09:00,2025-10-05T17:09:00,5279779.58
2025-10-06,FRA,PRD00015,Laptops-00015,Laptops,127,1581.41,SUP010,42,7,True,2025-10-06T10:42:00,2025-10-04T11:42:00,9968271.82
2025-10-06,FRA,PRD00016,Appliances-00016,Appliances,168,616.93,SUP018,18,6,True,2025-10-06T14:04:00,2025-10-05T22:04:00,6329318.16
2025-10-06,FRA,PRD00017,Laptops-00017,Laptops,115,1724.24,SUP029,21,12,True,2025-10-06T17:20:00,2025-10-06T13:20:00,5564966.83
2025-10-06,FRA,PRD00018,Appliances-00018,Appliances,140,800.69,SUP010,28,6,True,2025-10-06T02:26:00,2025-10-04T16:26:00,6032692.0
2025-10-06,FRA,PRD00019,Laptops-00019,Laptops,104,1062.95,SUP015,38,10,True,2025-10-06T10:23:00,2025-10-06T07:23:00,3372853.02
2025-10-06,FRA,PRD00020,Appliances-00020,Appliances,105,987.95,SUP026,57,5,True,2025-10-06T03:43:00,2025-10-05T12:43:00,2075894.2
2025-10-06,FRA,PRD00021,Appliances-00021,Appliances,132,533.04,SUP020,31,4,True,2025-10-06T12:49:00,2025-10-04T23:49:00,2024466.76
2025-10-06,FRA,PRD00022,Accessories-00022,Accessories,120,1379.4,SUP008,22,5,True,2025-10-06T07:48:00,2025-10-04T14:48:00,3791681.41
2025-10-06,FRA,PRD00023,Televisions-00023,Televisions,113,430.55,SUP028,59,4,True,2025-10-06T15:59:00,2025-10-05T02:59:00,3388389.74
2025-10-06,FRA,PRD00024,Laptops-00024,Laptops,118,1565.18,SUP023,54,9,True,2025-10-06T09:43:00,2025-10-04T17:43:00,8990251.58
2025-10-06,FRA,PRD00025,Audio-00025,Audio,141,460.02,SUP001,58,4,True,2025-10-06T15:39:00,2025-10-05T22:39:00,2877424.55
2025-10-06,FRA,PRD00026,Accessories-00026,Accessories,106,437.67,SUP023,43,10,True,2025-10-06T20:29:00,2025-10-05T13:29:00,3687377.52
2025-10-06,FRA,PRD00027,Televisions-00027,Televisions,144,502.89,SUP015,18,10,True,2025-10-06T11:14:00,2025-10-06T01:14:00,2727591.36
2025-10-06,FRA,PRD00028,Appliances-00028,Appliances,155,1755.67,SUP025,38,12,True,2025-10-06T05:24:00,2025-10-05T12:24:00,22626062.81
2025-10-06,FRA,PRD00029,Accessories-00029,Accessories,115,1485.63,SUP030,45,10,True,2025-10-06T09:09:00,2025-10-06T06:09:00,9758604.98
2025-10-06,FRA,PRD00030,Gaming-00030,Gaming,125,1266.01,SUP009,58,6,True,2025-10-06T22:56:00,2025-10-05T11:56:00,13437484.91
2025-10-06,FRA,PRD00031,Gaming-00031,Gaming,138,543.35,SUP016,50,6,True,2025-10-06T20:22:00,2025-10-06T06:22:00,6126477.62
2025-10-06,FRA,PRD00032,Smartphones-00032,Smartphones,118,138.84,SUP009,31,8,True,2025-10-06T13:56:00,2025-10-05T10:56:00,993427.49
2025-10-06,FRA,PRD00033,Gaming-00033,Gaming,37,135.29,SUP013,54,5,True,2025-10-06T14:23:00,2025-10-05T16:23:00,265244.3
2025-10-06,FRA,PRD00034,Accessories-00034,Accessories,145,124.52,SUP018,39,9,True,2025-10-06T12:08:00,2025-10-04T13:08:00,1135114.89
2025-10-06,FRA,PRD00035,Televisions-00035,Televisions,121,1367.47,SUP025,47,14,True,2025-10-06T18:12:00,2025-10-04T19:12:00,12114178.5
2025-10-06,FRA,PRD00036,Televisions-00036,Televisions,175,1555.64,SUP016,10,8,True,2025-10-06T19:23:00,2025-10-05T13:23:00,16366697.97
2025-10-06,FRA,PRD00037,Smartphones-00037,Smartphones,123,785.42,SUP027,36,11,True,2025-10-06T20:19:00,2025-10-06T06:19:00,4232225.93
2025-10-06,FRA,PRD00038,Accessories-00038,Accessories,84,983.02,SUP008,41,6,True,2025-10-06T15:06:00,2025-10-05T04:06:00,5514968.84
2025-10-06,FRA,PRD00039,Smartphones-00039,Smartphones,99,805.34,SUP022,53,9,True,2025-10-06T19:26:00,2025-10-06T15:26:00,3039519.09
2025-10-06,FRA,PRD00040,Accessories-00040,Accessories,182,1681.21,SUP020,44,3,True,2025-10-06T10:35:00,2025-10-05T23:35:00,18391773.03
2025-10-06,FRA,PRD00041,Networking-00041,Networking,154,1087.67,SUP003,51,9,True,2025-10-06T14:01:00,2025-10-04T17:01:00,5818259.89
2025-10-06,FRA,PRD00042,Smartphones-00042,Smartphones,105,659.61,SUP013,30,6,True,2025-10-06T18:42:00,2025-10-06T06:42:00,3522821.96
2025-10-06,FRA,PRD00043,Laptops-00043,Laptops,118,680.11,SUP009,58,9,True,2025-10-06T04:41:00,2025-10-05T02:41:00,4458842.19
2025-10-06,FRA,PRD00044,Smartphones-00044,Smartphones,74,128.99,SUP018,13,8,True,2025-10-06T06:09:00,2025-10-05T03:09:00,529902.72
2025-10-06,FRA,PRD00045,Smartphones-00045,Smartphones,121,161.28,SUP002,58,3,True,2025-10-06T15:20:00,2025-10-04T23:20:00,1488149.98
2025-10-06,FRA,PRD00046,Networking-00046,Networking,177,290.21,SUP005,25,5,True,2025-10-06T19:33:00,2025-10-04T19:33:00,4290926.83
2025-10-06,FRA,PRD00047,Audio-00047,Audio,135,251.87,SUP015,54,7,True,2025-10-06T02:05:00,2025-10-06T00:05:00,651181.34
2025-10-06,FRA,PRD00048,Accessories-00048,Accessories,123,317.31,SUP024,55,4,True,2025-10-06T01:21:00,2025-10-05T19:21:00,1676319.85
2025-10-06,FRA,PRD00049,Accessories-00049,Accessories,139,275.46,SUP019,11,7,True,2025-10-06T04:13:00,2025-10-05T08:13:00,3444592.46
2025-10-06,FRA,PRD00050,Appliances-00050,Appliances,106,1480.36,SUP023,22,4,True,2025-10-06T11:39:00,2025-10-05T14:39:00,10641973.18
