inventory_date,warehouse_code,product_id,product_name,category,quantity_on_hand,unit_cost_euro,supplier_id,restock_threshold,restock_lead_days,is_active,last_updated_ts,last_sale_ts,lifetime_revenue_euro
2025-10-03,BUC,PRD00001,Gaming-00001,Gaming,97,1561.98,SUP029,32,6,True,2025-10-03T04:41:00,2025-10-01T18:41:00,3337326.15
2025-10-03,BUC,PRD00002,Appliances-00002,Appliances,155,1082.71,SUP018,36,12,True,2025-10-03T22:18:00,2025-10-02T02:18:00,5984672.69
2025-10-03,BUC,PRD00003,Accessories-00003,Accessories,111,1422.23,SUP006,21,9,True,2025-10-03T13:58:00,2025-10-03T03:58:00,5660260.1
2025-10-03,BUC,PRD00004,Televisions-00004,Televisions,141,1182.99,SUP030,36,13,True,2025-10-03T08:39:00,2025-10-01T08:39:00,7658905.75
2025-10-03,BUC,PRD00005,Gaming-00005,Gaming,79,1264.32,SUP026,54,4,True,2025-10-03T16:56:00,2025-10-03T01:56:00,5185482.11
2025-10-03,BUC,PRD00006,Laptops-00006,Laptops,138,85.08,SUP007,39,8,True,2025-10-03T00:01:00,2025-10-01T04:01:00,1022335.08
2025-10-03,BUC,PRD00007,Laptops-00007,Laptops,87,1219.54,SUP001,52,6,True,2025-10-03T15:52:00,2025-10-03T03:52:00,10032465.2
2025-10-03,BUC,PRD00008,Laptops-00008,Laptops,110,408.44,SUP025,27,8,True,2025-10-03T01:14:00,2025-10-02T14:14:00,4879347.66
2025-10-03,BUC,PRD00009,Appliances-00009,Appliances,174,828.94,SUP018,31,3,True,2025-10-03T21:23:00,2025-10-02T04:23:00,5610228.36
2025-10-03,BUC,PRD00010,Televisions-00010,Televisions,157,1451.8,SUP009,12,4,True,2025-10-03T10:04:00,2025-10-01T18:04:00,16418765.38
2025-10-03,BUC,PRD00011,Appliances-00011,Appliances,157,673.79,SUP014,48,11,True,2025-10-03T13:57:00,2025-10-02T05:57:00,7580771.74
2025-10-03,BUC,PRD00012,Televisions-00012,Televisions,158,1354.04,SUP002,55,9,True,2025-10-03T12:57:00,2025-10-02T23:57:00,22213655.81
2025-10-03,BUC,PRD00013,Televisions-00013,Televisions,138,1610.62,SUP024,57,14,True,2025-10-03T06:10:00,2025-10-02T09:10:00,5198869.52
2025-10-03,BUC,PRD00014,Appliances-00014,Appliances,144,528.86,SUP022,31,12,True,2025-10-03T05:58:00,2025-10-01T21:58:00,2503477.65
2025-10-03,BUC,PRD00015,Laptops-00015,Laptops,165,1581.41,SUP010,42,7,True,2025-10-03T08:53:00,2025-10-02T05:53:00,16648034.13
2025-10-03,BUC,PRD00016,Appliances-00016,Appliances,130,616.93,SUP018,18,6,True,2025-10-03T19:57:00,2025-10-01T23:57:00,5518055.81
2025-10-03,BUC,PRD00017,Laptops-00017,Laptops,72,1724.24,SUP029,21,12,True,2025-10-03T19:34:00,2025-10-03T09:34:00,9599401.94
2025-10-03,BUC,PRD00018,Appliances-00018,Appliances,122,800.69,SUP010,28,6,True,2025-10-03T22:55:00,2025-10-03T19:55:00,2939716.2
2025-10-03,BUC,PRD00019,Laptops-00019,Laptops,62,1062.95,SUP015,38,10,True,2025-10-03T04:14:00,2025-10-01T06:14:00,4986665.78
2025-10-03,BUC,PRD00020,Appliances-00020,Appliances,154,987.95,SUP026,57,5,True,2025-10-03T12:10:00,2025-10-01T23:10:00,9708003.29
2025-10-03,BUC,PRD00021,Appliances-00021,Appliances,151,533.04,SUP020,31,4,True,2025-10-03T16:05:00,2025-10-02T08:05:00,3249955.61
2025-10-03,BUC,PRD00022,Accessories-00022,Accessories,64,1379.4,SUP008,22,5,True,2025-10-03T04:59:00,2025-10-02T10:59:00,7604110.45
2025-10-03,BUC,PRD00023,Televisions-00023,Televisions,117,430.55,SUP028,59,4,True,2025-10-03T16:24:00,2025-10-03T00:24:00,3836253.24
2025-10-03,BUC,PRD00024,Laptops-00024,Laptops,155,1565.18,SUP023,54,9,True,2025-10-03T08:47:00,2025-10-01T09:47:00,13587374.97
2025-10-03,BUC,PRD00025,Audio-00025,Audio,98,460.02,SUP001,58,4,True,2025-10-03T21:10:00,2025-10-03T04:10:00,2799510.86
2025-10-03,BUC,PRD00026,Accessories-00026,Accessories,114,437.67,SUP023,43,10,True,2025-10-03T02:19:00,2025-10-02T09:19:00,1600340.33
2025-10-03,BUC,PRD00027,Televisions-00027,Televisions,177,502.89,SUP015,18,10,True,2025-10-03T17:31:00,2025-10-02T14:31:00,2982683.32
2025-10-03,BUC,PRD00028,Appliances-00028,Appliances,150,1755.67,SUP025,38,12,True,2025-10-03T12:53:00,2025-10-02T16:53:00,14065502.64
2025-10-03,BUC,PRD00029,Accessories-00029,Accessories,110,1485.63,SUP030,45,10,True,2025-10-03T18:00:00,2025-10-02T20:00:00,9727020.26
2025-10-03,BUC,PRD00030,Gaming-00030,Gaming,144,1266.01,SUP009,58,6,True,2025-10-03T20:40:00,2025-10-03T02:40:00,8672513.43
2025-10-03,BUC,PRD00031,Gaming-00031,Gaming,149,543.35,SUP016,50,6,True,2025-10-03T06:43:00,2025-10-02T16:43:00,2809547.84
2025-10-03,BUC,PRD00032,Smartphones-00032,Smartphones,72,138.84,SUP009,31,8,True,2025-10-03T22:16:00,2025-10-01T22:16:00,760108.93
2025-10-03,BUC,PRD00033,Gaming-00033,Gaming,128,135.29,SUP013,54,5,True,2025-10-03T06:29:00,2025-10-03T05:29:00,802356.83
2025-10-03,BUC,PRD00034,Accessories-00034,Accessories,124,124.52,SUP018,39,9,True,2025-10-03T11:00:00,2025-10-03T05:00:00,1135421.52
2025-10-03,BUC,PRD00035,Televisions-00035,Televisions,197,1367.47,SUP025,47,14,True,2025-10-03T03:11:00,2025-10-01T16:11:00,24630708.13
2025-10-03,BUC,PRD00036,Televisions-00036,Televisions,111,1555.64,SUP016,10,8,True,2025-10-03T19:21:00,2025-10-03T12:21:00,8283481.26
2025-10-03,BUC,PRD00037,Smartphones-00037,Smartphones,140,785.42,SUP027,36,11,True,2025-10-03T03:27:00,2025-10-01T18:27:00,4964717.89
2025-10-03,BUC,PRD00038,Accessories-00038,Accessories,83,983.02,SUP008,41,6,True,2025-10-03T14:08:00,2025-10-03T11:08:00,6838664.08
2025-10-03,BUC,PRD00039,Smartphones-00039,Smartphones,194,805.34,SUP022,53,9,True,2025-10-03T04:47:00,2025-10-02T17:47:00,14950050.85
2025-10-03,BUC,PRD00040,Accessories-00040,Accessories,159,1681.21,SUP020,44,3,True,2025-10-03T02:23:00,2025-10-01T02:23:00,11351624.05
2025-10-03,BUC,PRD00041,Networking-00041,Networking,137,1087.67,SUP003,51,9,True,2025-10-03T06:50:00,2025-10-02T21:50:00,8622470.8
2025-10-03,BUC,PRD00042,Smartphones-00042,Smartphones,95,659.61,SUP013,30,6,True,2025-10-03T04:33:00,2025-10-02T15:33:00,6057507.29
