inventory_date,warehouse_code,product_id,product_name,category,quantity_on_hand,unit_cost_euro,supplier_id,restock_threshold,restock_lead_days,is_active,last_updated_ts,last_sale_ts,lifetime_revenue_euro
2025-10-03,MAD,PRD00001,Gaming-00001,Gaming,132,1561.98,SUP029,32,6,True,2025-10-03T09:30:00,2025-10-01T10:30:00,5708240.65
2025-10-03,MAD,PRD00002,Appliances-00002,Appliances,116,1082.71,SUP018,36,12,True,2025-10-03T17:21:00,2025-10-03T02:21:00,5474494.61
2025-10-03,MAD,PRD00003,Accessories-00003,Accessories,133,1422.23,SUP006,21,9,True,2025-10-03T04:31:00,2025-10-01T21:31:00,5447394.67
2025-10-03,MAD,PRD00004,Televisions-00004,Televisions,176,1182.99,SUP030,36,13,True,2025-10-03T11:44:00,2025-10-01T14:44:00,19966872.39
2025-10-03,MAD,PRD00005,Gaming-00005,Gaming,77,1264.32,SUP026,54,4,True,2025-10-03T14:30:00,2025-10-01T14:30:00,8862771.38
2025-10-03,MAD,PRD00006,Laptops-00006,Laptops,149,85.08,SUP007,39,8,True,2025-10-03T03:16:00,2025-10-01T17:16:00,730529.57
2025-10-03,MAD,PRD00007,Laptops-00007,Laptops,90,1219.54,SUP001,52,6,True,2025-10-03T21:39:00,2025-10-02T08:39:00,7183293.63
2025-10-03,MAD,PRD00008,Laptops-00008,Laptops,169,408.44,SUP025,27,8,True,2025-10-03T02:17:00,2025-10-01T08:17:00,6462088.03
2025-10-03,MAD,PRD00009,Appliances-00009,Appliances,54,828.94,SUP018,31,3,True,2025-10-03T07:46:00,2025-10-01T12:46:00,1465618.87
2025-10-03,MAD,PRD00010,Televisions-00010,Televisions,169,1451.8,SUP009,12,4,True,2025-10-03T20:27:00,2025-10-03T06:27:00,7112292.03
2025-10-03,MAD,PRD00011,Appliances-00011,Appliances,176,673.79,SUP014,48,11,True,2025-10-03T07:02:00,2025-10-02T02:02:00,7167155.52
2025-10-03,MAD,PRD00012,Televisions-00012,Televisions,77,1354.04,SUP002,55,9,True,2025-10-03T19:14:00,2025-10-01T19:14:00,4139399.55
2025-10-03,MAD,PRD00013,Televisions-00013,Televisions,129,1610.62,SUP024,57,14,True,2025-10-03T10:55:00,2025-10-02T15:55:00,5798283.81
2025-10-03,MAD,PRD00014,Appliances-00014,Appliances,105,528.86,SUP022,31,12,True,2025-10-03T12:48:00,2025-10-01T14:48:00,2795841.02
2025-10-03,MAD,PRD00015,Laptops-00015,Laptops,201,1581.41,SUP010,42,7,True,2025-10-03T10:57:00,2025-10-01T21:57:00,17252438.57
2025-10-03,MAD,PRD00016,Appliances-00016,Appliances,164,616.93,SUP018,18,6,True,2025-10-03T01:40:00,2025-10-01T23:40:00,5961702.64
2025-10-03,MAD,PRD00017,Laptops-00017,Laptops,163,1724.24,SUP029,21,12,True,2025-10-03T16:31:00,2025-10-03T12:31:00,24705154.75
2025-10-03,MAD,PRD00018,Appliances-00018,Appliances,109,800.69,SUP010,28,6,True,2025-10-03T12:00:00,2025-10-02T17:00:00,5040883.05
2025-10-03,MAD,PRD00019,Laptops-00019,Laptops,79,1062.95,SUP015,38,10,True,2025-10-03T20:12:00,2025-10-03T15:12:00,3880260.19
2025-10-03,MAD,PRD00020,Appliances-00020,Appliances,69,987.95,SUP026,57,5,True,2025-10-03T07:03:00,2025-10-01T07:03:00,5472255.28
2025-10-03,MAD,PRD00021,Appliances-00021,Appliances,74,533.04,SUP020,31,4,True,2025-10-03T15:25:00,2025-10-01T22:25:00,2370098.37
2025-10-03,MAD,PRD00022,Accessories-00022,Accessories,133,1379.4,SUP008,22,5,True,2025-10-03T13:57:00,2025-10-02T02:57:00,13307331.59
2025-10-03,MAD,PRD00023,Televisions-00023,Televisions,89,430.55,SUP028,59,4,True,2025-10-03T01:07:00,2025-10-01T21:07:00,3139798.05
2025-10-03,MAD,PRD00024,Laptops-00024,Laptops,167,1565.18,SUP023,54,9,True,2025-10-03T19:25:00,2025-10-02T00:25:00,12780553.37
2025-10-03,MAD,PRD00025,Audio-00025,Audio,80,460.02,SUP001,58,4,True,2025-10-03T15:03:00,2025-10-02T11:03:00,1166261.56
2025-10-03,MAD,PRD00026,Accessories-00026,Accessories,92,437.67,SUP023,43,10,True,2025-10-03T00:27:00,2025-10-01T02:27:00,1442968.86
2025-10-03,MAD,PRD00027,Televisions-00027,Televisions,55,502.89,SUP015,18,10,True,2025-10-03T09:55:00,2025-10-02T02:55:00,873562.54
2025-10-03,MAD,PRD00028,Appliances-00028,Appliances,139,1755.67,SUP025,38,12,True,2025-10-03T09:01:00,2025-10-02T16:01:00,13296602.14
2025-10-03,MAD,PRD00029,Accessories-00029,Accessories,111,1485.63,SUP030,45,10,True,2025-10-03T09:15:00,2025-10-03T01:15:00,10039796.52
2025-10-03,MAD,PRD00030,Gaming-00030,Gaming,128,1266.01,SUP009,58,6,True,2025-10-03T01:44:00,2025-10-01T12:44:00,14933363.62
2025-10-03,MAD,PRD00031,Gaming-00031,Gaming,122,543.35,SUP016,50,6,True,2025-10-03T15:42:00,2025-10-02T20:42:00,4213789.23
2025-10-03,MAD,PRD00032,Smartphones-00032,Smartphones,141,138.84,SUP009,31,8,True,2025-10-03T07:51:00,2025-10-01T14:51:00,1175167.44
2025-10-03,MAD,PRD00033,Gaming-00033,Gaming,149,135.29,SUP013,54,5,True,2025-10-03T15:12:00,2025-10-03T03:12:00,1214746.0
2025-10-03,MAD,PRD00034,Accessories-00034,Accessories,128,124.52,SUP018,39,9,True,2025-10-03T04:24:00,2025-10-02T08:24:00,1214254.0
2025-10-03,MAD,PRD00035,Televisions-00035,Televisions,76,1367.47,SUP025,47,14,True,2025-10-03T09:46:00,2025-10-01T18:46:00,4664977.76
2025-10-03,MAD,PRD00036,Televisions-00036,Televisions,146,1555.64,SUP016,10,8,True,2025-10-03T04:49:00,2025-10-02T23:49:00,11296306.83
2025-10-03,MAD,PRD00037,Smartphones-00037,Smartphones,119,785.42,SUP027,36,11,True,2025-10-03T18:10:00,2025-10-03T09:10:00,4672080.1
2025-10-03,MAD,PRD00038,Accessories-00038,Accessories,130,983.02,SUP008,41,6,True,2025-10-03T01:02:00,2025-10-02T07:02:00,9434442.95
2025-10-03,MAD,PRD00039,Smartphones-00039,Smartphones,175,805.34,SUP022,53,9,True,2025-10-03T20:52:00,2025-10-02T01:52:00,10659452.66
2025-10-03,MAD,PRD00040,Accessories-00040,Accessories,103,1681.21,SUP020,44,3,True,2025-10-03T20:18:00,2025-10-02T01:18:00,8314812.3
2025-10-03,MAD,PRD00041,Networking-00041,Networking,111,1087.67,SUP003,51,9,True,2025-10-03T21:30:00,2025-10-02T01:30:00,8611188.03
2025-10-03,MAD,PRD00042,Smartphones-00042,Smartphones,144,659.61,SUP013,30,6,True,2025-10-03T21:48:00,2025-10-03T11:48:00,5868541.02
2025-10-03,MAD,PRD00043,Laptops-00043,Laptops,88,680.11,SUP009,58,9,True,2025-10-03T15:43:00,2025-10-03T10:43:00,2345243.95
2025-10-03,MAD,PRD00044,Smartphones-00044,Smartphones,106,128.99,SUP018,13,8,True,2025-10-03T05:39:00,2025-10-01T10:39:00,782101.55
2025-10-03,MAD,PRD00045,Smartphones-00045,Smartphones,165,161.28,SUP002,58,3,True,2025-10-03T00:49:00,2025-10-01T01:49:00,840213.36
2025-10-03,MAD,PRD00046,Networking-00046,Networking,116,290.21,SUP005,25,5,True,2025-10-03T01:00:00,2025-10-01T16:00:00,3815168.11
