inventory_date,warehouse_code,product_id,product_name,category,quantity_on_hand,unit_cost_euro,supplier_id,restock_threshold,restock_lead_days,is_active,last_updated_ts,last_sale_ts,lifetime_revenue_euro
2025-09-30,MAD,PRD00001,Gaming-00001,Gaming,157,1561.98,SUP029,32,6,True,2025-09-30T04:48:00,2025-09-28T06:48:00,17542821.33
2025-09-30,MAD,PRD00002,Appliances-00002,Appliances,97,1082.71,SUP018,36,12,True,2025-09-30T00:30:00,2025-09-28T22:30:00,5065682.7
2025-09-30,MAD,PRD00003,Accessories-00003,Accessories,109,1422.23,SUP006,21,9,True,2025-09-30T03:13:00,2025-09-28T11:13:00,13470655.21
2025-09-30,MAD,PRD00004,Televisions-00004,Televisions,126,1182.99,SUP030,36,13,True,2025-09-30T20:38:00,2025-09-29T23:38:00,14541384.78
2025-09-30,MAD,PRD00005,Gaming-00005,Gaming,126,1264.32,SUP026,54,4,True,2025-09-30T00:46:00,2025-09-28T07:46:00,11709075.37
2025-09-30,MAD,PRD00006,Laptops-00006,Laptops,185,85.08,SUP007,39,8,True,2025-09-30T08:17:00,2025-09-29T20:17:00,517699.5
2025-09-30,MAD,PRD00007,Laptops-00007,Laptops,101,1219.54,SUP001,52,6,True,2025-09-30T18:18:00,2025-09-28T21:18:00,4563263.11
2025-09-30,MAD,PRD00008,Laptops-00008,Laptops,138,408.44,SUP025,27,8,True,2025-09-30T04:08:00,2025-09-29T02:08:00,5863813.74
2025-09-30,MAD,PRD00009,Appliances-00009,Appliances,163,828.94,SUP018,31,3,True,2025-09-30T15:27:00,2025-09-29T21:27:00,8518170.21
2025-09-30,MAD,PRD00010,Televisions-00010,Televisions,125,1451.8,SUP009,12,4,True,2025-09-30T06:22:00,2025-09-28T12:22:00,5280465.78
2025-09-30,MAD,PRD00011,Appliances-00011,Appliances,60,673.79,SUP014,48,11,True,2025-09-30T22:55:00,2025-09-30T07:55:00,873350.38
2025-09-30,MAD,PRD00012,Televisions-00012,Televisions,141,1354.04,SUP002,55,9,True,2025-09-30T15:38:00,2025-09-29T10:38:00,20609114.99
2025-09-30,MAD,PRD00013,Televisions-00013,Televisions,100,1610.62,SUP024,57,14,True,2025-09-30T16:53:00,2025-09-29T22:53:00,8739171.09
2025-09-30,MAD,PRD00014,Appliances-00014,Appliances,139,528.86,SUP022,31,12,True,2025-09-30T00:12:00,2025-09-28T20:12:00,7573249.75
2025-09-30,MAD,PRD00015,Laptops-00015,Laptops,156,1581.41,SUP010,42,7,True,2025-09-30T16:55:00,2025-09-29T05:55:00,11256747.08
2025-09-30,MAD,PRD00016,Appliances-00016,Appliances,97,616.93,SUP018,18,6,True,2025-09-30T00:39:00,2025-09-28T13:39:00,5212166.47
