inventory_date,warehouse_code,product_id,product_name,category,quantity_on_hand,unit_cost_euro,supplier_id,restock_threshold,restock_lead_days,is_active,last_updated_ts,last_sale_ts,lifetime_revenue_euro
2025-09-30,FRA,PRD00001,Gaming-00001,Gaming,90,1561.98,SUP029,32,6,True,2025-09-30T08:44:00,2025-09-29T00:44:00,4567130.64
2025-09-30,FRA,PRD00002,Appliances-00002,Appliances,171,1082.71,SUP018,36,12,True,2025-09-30T16:44:00,2025-09-29T01:44:00,17426574.62
2025-09-30,FRA,PRD00003,Accessories-00003,Accessories,111,1422.23,SUP006,21,9,True,2025-09-30T07:51:00,2025-09-29T18:51:00,15600153.59
2025-09-30,FRA,PRD00004,Televisions-00004,Televisions,226,1182.99,SUP030,36,13,True,2025-09-30T20:13:00,2025-09-28T20:13:00,22898614.46
2025-09-30,FRA,PRD00005,Gaming-00005,Gaming,78,1264.32,SUP026,54,4,True,2025-09-30T03:14:00,2025-09-29T19:14:00,3733780.41
2025-09-30,FRA,PRD00006,Laptops-00006,Laptops,68,85.08,SUP007,39,8,True,2025-09-30T10:02:00,2025-09-29T01:02:00,282025.65
2025-09-30,FRA,PRD00007,Laptops-00007,Laptops,133,1219.54,SUP001,52,6,True,2025-09-30T05:07:00,2025-09-28T18:07:00,7950714.96
2025-09-30,FRA,PRD00008,Laptops-00008,Laptops,163,408.44,SUP025,27,8,True,2025-09-30T02:24:00,2025-09-28T11:24:00,5951800.75
2025-09-30,FRA,PRD00009,Appliances-00009,Appliances,147,828.94,SUP018,31,3,True,2025-09-30T11:11:00,2025-09-29T02:11:00,6950439.49
2025-09-30,FRA,PRD00010,Televisions-00010,Televisions,147,1451.8,SUP009,12,4,True,2025-09-30T18:46:00,2025-09-29T12:46:00,13650873.64
2025-09-30,FRA,PRD00011,Appliances-00011,Appliances,79,673.79,SUP014,48,11,True,2025-09-30T13:07:00,2025-09-28T21:07:00,1245787.14
2025-09-30,FRA,PRD00012,Televisions-00012,Televisions,180,1354.04,SUP002,55,9,True,2025-09-30T18:21:00,2025-09-29T02:21:00,22756712.91
2025-09-30,FRA,PRD00013,Televisions-00013,Televisions,116,1610.62,SUP024,57,14,True,2025-09-30T21:24:00,2025-09-30T12:24:00,7213918.42
2025-09-30,FRA,PRD00014,Appliances-00014,Appliances,107,528.86,SUP022,31,12,True,2025-09-30T10:04:00,2025-09-30T08:04:00,3311652.24
2025-09-30,FRA,PRD00015,Laptops-00015,Laptops,54,1581.41,SUP010,42,7,True,2025-09-30T09:07:00,2025-09-29T09:07:00,6675129.77
2025-09-30,FRA,PRD00016,Appliances-00016,Appliances,121,616.93,SUP018,18,6,True,2025-09-30T08:43:00,2025-09-28T21:43:00,2601491.8
