inventory_date,warehouse_code,product_id,product_name,category,quantity_on_hand,unit_cost_euro,supplier_id,restock_threshold,restock_lead_days,is_active,last_updated_ts,last_sale_ts,lifetime_revenue_euro
2025-10-05,FRA,PRD00001,Gaming-00001,Gaming,137,1561.98,SUP029,32,6,True,2025-10-05T09:17:00,2025-10-04T11:17:00,14035721.32
2025-10-05,FRA,PRD00002,Appliances-00002,Appliances,126,1082.71,SUP018,36,12,True,2025-10-05T15:35:00,2025-10-04T12:35:00,3843745.53
2025-10-05,FRA,PRD00003,Accessories-00003,Accessories,98,1422.23,SUP006,21,9,True,2025-10-05T20:10:00,2025-10-04T08:10:00,8800319.65
2025-10-05,FRA,PRD00004,Televisions-00004,Televisions,104,1182.99,SUP030,36,13,True,2025-10-05T01:29:00,2025-10-04T04:29:00,12310379.68
2025-10-05,FRA,PRD00005,Gaming-00005,Gaming,138,1264.32,SUP026,54,4,True,2025-10-05T03:59:00,2025-10-04T10:59:00,9562386.65
2025-10-05,FRA,PRD00006,Laptops-00006,Laptops,101,85.08,SUP007,39,8,True,2025-10-05T00:15:00,2025-10-03T19:15:00,536902.25
2025-10-05,FRA,PRD00007,Laptops-00007,Laptops,202,1219.54,SUP001,52,6,True,2025-10-05T00:14:00,2025-10-04T03:14:00,14381225.65
2025-10-05,FRA,PRD00008,Laptops-00008,Laptops,110,408.44,SUP025,27,8,True,2025-10-05T19:38:00,2025-10-03T22:38:00,1639768.21
2025-10-05,FRA,PRD00009,Appliances-00009,Appliances,156,828.94,SUP018,31,3,True,2025-10-05T20:23:00,2025-10-04T09:23:00,6306193.05
2025-10-05,FRA,PRD00010,Televisions-00010,Televisions,94,1451.8,SUP009,12,4,True,2025-10-05T14:00:00,2025-10-03T15:00:00,8779400.75
2025-10-05,FRA,PRD00011,Appliances-00011,Appliances,142,673.79,SUP014,48,11,True,2025-10-05T20:43:00,2025-10-04T04:43:00,3234888.65
2025-10-05,FRA,PRD00012,Televisions-00012,Televisions,124,1354.04,SUP002,55,9,True,2025-10-05T19:40:00,2025-10-05T07:40:00,17941722.68
2025-10-05,FRA,PRD00013,Televisions-00013,Televisions,53,1610.62,SUP024,57,14,True,2025-10-05T19:59:00,2025-10-04T12:59:00,6086373.0
2025-10-05,FRA,PRD00014,Appliances-00014,Appliances,172,528.86,SUP022,31,12,True,2025-10-05T09:49:00,2025-10-03T13:49:00,8873529.06
2025-10-05,FRA,PRD00015,Laptops-00015,Laptops,126,1581.41,SUP010,42,7,True,2025-10-05T15:49:00,2025-10-04T08:49:00,4912939.04
2025-10-05,FRA,PRD00016,Appliances-00016,Appliances,105,616.93,SUP018,18,6,True,2025-10-05T12:11:00,2025-10-04T09:11:00,3099103.98
2025-10-05,FRA,PRD00017,Laptops-00017,Laptops,64,1724.24,SUP029,21,12,True,2025-10-05T16:26:00,2025-10-05T11:26:00,5298313.06
2025-10-05,FRA,PRD00018,Appliances-00018,Appliances,142,800.69,SUP010,28,6,True,2025-10-05T07:50:00,2025-10-04T16:50:00,7815533.72
2025-10-05,FRA,PRD00019,Laptops-00019,Laptops,71,1062.95,SUP015,38,10,True,2025-10-05T03:15:00,2025-10-05T02:15:00,6430157.88
2025-10-05,FRA,PRD00020,Appliances-00020,Appliances,158,987.95,SUP026,57,5,True,2025-10-05T04:47:00,2025-10-04T01:47:00,4389182.24
2025-10-05,FRA,PRD00021,Appliances-00021,Appliances,100,533.04,SUP020,31,4,True,2025-10-05T13:19:00,2025-10-05T11:19:00,3325975.1
2025-10-05,FRA,PRD00022,Accessories-00022,Accessories,75,1379.4,SUP008,22,5,True,2025-10-05T12:25:00,2025-10-04T12:25:00,7841666.68
2025-10-05,FRA,PRD00023,Televisions-00023,Televisions,113,430.55,SUP028,59,4,True,2025-10-05T00:49:00,2025-10-04T03:49:00,1882849.33
2025-10-05,FRA,PRD00024,Laptops-00024,Laptops,159,1565.18,SUP023,54,9,True,2025-10-05T09:17:00,2025-10-04T17:17:00,19705140.47
2025-10-05,FRA,PRD00025,Audio-00025,Audio,169,460.02,SUP001,58,4,True,2025-10-05T09:06:00,2025-10-05T00:06:00,2186099.8
